"survey","station","counter_ID","time","still_n","feature","x","y","annotation_time","VideoOperatorID","minute"
"REF_FOOTAGE","ref_fu22_7","MAE","00:23",292,"BURROW",642,633.5,"31-Jul-2020 14:03:15",6,1
"REF_FOOTAGE","ref_fu22_7","MAE","00:34",428,"BURROW",611,643.5,"31-Jul-2020 14:03:41",6,1
"REF_FOOTAGE","ref_fu22_7","MAE","00:47",593,"BURROW",903,584.5,"31-Jul-2020 14:04:37",6,1
"REF_FOOTAGE","ref_fu22_7","MAE","01:43",1297,"BURROW",680,660.5,"31-Jul-2020 14:06:22",6,2
"REF_FOOTAGE","ref_fu22_7","MAE","01:48",1362,"BURROW",179,595.5,"31-Jul-2020 14:06:31",6,2
"REF_FOOTAGE","ref_fu22_7","MAE","01:51",1389,"BURROW",530,607.5,"31-Jul-2020 14:06:39",6,2
"REF_FOOTAGE","ref_fu22_7","MAE","02:16",1712,"BURROW",687,591.5,"31-Jul-2020 14:08:57",6,3
"REF_FOOTAGE","ref_fu22_7","MAE","02:20",1760,"BURROW",326,600.5,"31-Jul-2020 14:09:14",6,3
"REF_FOOTAGE","ref_fu22_7","MAE","02:35",1947,"BURROW",527,607.5,"31-Jul-2020 14:25:56",6,3
"REF_FOOTAGE","ref_fu22_7","MAE","03:11",2395,"BURROW",444,570.5,"31-Jul-2020 14:11:27",6,4
"REF_FOOTAGE","ref_fu22_7","MAE","04:35",3440,"BURROW",128,563.5,"31-Jul-2020 14:14:30",6,5
"REF_FOOTAGE","ref_fu22_7","MAE","04:44",3552,"BURROW",945,594.5,"31-Jul-2020 14:14:59",6,5
"REF_FOOTAGE","ref_fu22_7","MAE","05:06",3835,"BURROW",1034,528.5,"31-Jul-2020 14:15:50",6,6
"REF_FOOTAGE","ref_fu22_7","MAE","05:27",4090,"BURROW",783,626.5,"31-Jul-2020 14:24:39",6,6
"REF_FOOTAGE","ref_fu22_7","MAE","05:37",4219,"BURROW",363,549.5,"31-Jul-2020 14:24:56",6,6
"REF_FOOTAGE","ref_fu22_7","MAE","05:41",4266,"BURROW",382,636.5,"31-Jul-2020 14:25:03",6,6
"REF_FOOTAGE","ref_fu22_7","MAE","06:12",4660,"BURROW",651,622.5,"31-Jul-2020 14:18:14",6,7
"REF_FOOTAGE","ref_fu22_7","MAE","06:54",5185,"BURROW",971,568.5,"31-Jul-2020 14:19:28",6,7
"REF_FOOTAGE","ref_fu22_7","MAE","07:26",5585,"BURROW",694,577.5,"31-Jul-2020 14:20:28",6,8
