"survey","station","counter_ID","time","still_n","feature","x","y","annotation_time","VideoOperatorID","minute"
"REF_FOOTAGE","ref_fu22_8","MMcA","00:00",7,"BURROW",1092,446.5,"05-Aug-2020 14:37:03",3,1
"REF_FOOTAGE","ref_fu22_8","MMcA","00:13",174,"BURROW",156,468.5,"05-Aug-2020 14:37:46",3,1
"REF_FOOTAGE","ref_fu22_8","MMcA","00:20",251,"BURROW",966,513.5,"05-Aug-2020 14:38:03",3,1
"REF_FOOTAGE","ref_fu22_8","MMcA","00:38",483,"BURROW",552,447.5,"05-Aug-2020 14:38:48",3,1
"REF_FOOTAGE","ref_fu22_8","MMcA","00:49",618,"BURROW",536,529.5,"05-Aug-2020 14:39:18",3,1
"REF_FOOTAGE","ref_fu22_8","MMcA","00:57",717,"BURROW",1055,591.5,"05-Aug-2020 14:39:52",3,1
"REF_FOOTAGE","ref_fu22_8","MMcA","01:01",774,"BURROW",993,561.5,"05-Aug-2020 14:40:05",3,2
"REF_FOOTAGE","ref_fu22_8","MMcA","01:17",974,"BURROW",378,443.5,"05-Aug-2020 14:42:22",3,2
"REF_FOOTAGE","ref_fu22_8","MMcA","01:36",1205,"BURROW",734,502.5,"05-Aug-2020 14:43:04",3,2
"REF_FOOTAGE","ref_fu22_8","MMcA","01:38",1233,"BURROW",697,516.5,"05-Aug-2020 14:43:13",3,2
"REF_FOOTAGE","ref_fu22_8","MMcA","01:54",1429,"BURROW",715,427.5,"05-Aug-2020 14:44:26",3,2
"REF_FOOTAGE","ref_fu22_8","MMcA","02:15",1691,"BURROW",166,508.5,"05-Aug-2020 14:45:19",3,3
"REF_FOOTAGE","ref_fu22_8","MMcA","02:22",1779,"BURROW",758,506.5,"05-Aug-2020 14:45:40",3,3
"REF_FOOTAGE","ref_fu22_8","MMcA","02:41",2014,"BURROW",702,510.5,"05-Aug-2020 14:46:25",3,3
"REF_FOOTAGE","ref_fu22_8","MMcA","02:46",2088,"BURROW",833,408.5,"05-Aug-2020 14:46:44",3,3
"REF_FOOTAGE","ref_fu22_8","MMcA","02:48",2111,"BURROW",787,483.5,"05-Aug-2020 14:46:52",3,3
"REF_FOOTAGE","ref_fu22_8","MMcA","02:54",2180,"BURROW",295,599.5,"05-Aug-2020 14:47:08",3,3
"REF_FOOTAGE","ref_fu22_8","MMcA","03:00",2252,"BURROW",471,496.5,"05-Aug-2020 14:47:27",3,4
"REF_FOOTAGE","ref_fu22_8","MMcA","03:00",2261,"BURROW",835,377.5,"05-Aug-2020 14:47:33",3,4
"REF_FOOTAGE","ref_fu22_8","MMcA","03:08",2353,"BURROW",273,409.5,"05-Aug-2020 14:47:52",3,4
"REF_FOOTAGE","ref_fu22_8","MMcA","03:09",2370,"BURROW",552,596.5,"05-Aug-2020 14:47:57",3,4
"REF_FOOTAGE","ref_fu22_8","MMcA","03:18",2487,"BURROW",1035,461.5,"05-Aug-2020 14:48:17",3,4
"REF_FOOTAGE","ref_fu22_8","MMcA","03:22",2526,"BURROW",118,506.5,"05-Aug-2020 14:48:24",3,4
"REF_FOOTAGE","ref_fu22_8","MMcA","03:25",2566,"BURROW",356,537.5,"05-Aug-2020 14:48:36",3,4
"REF_FOOTAGE","ref_fu22_8","MMcA","03:27",2593,"BURROW",1052,568.5,"05-Aug-2020 14:48:41",3,4
"REF_FOOTAGE","ref_fu22_8","MMcA","03:28",2606,"BURROW",787,453.5,"05-Aug-2020 14:48:48",3,4
"REF_FOOTAGE","ref_fu22_8","MMcA","03:32",2659,"BURROW",1054,510.5,"05-Aug-2020 14:48:58",3,4
"REF_FOOTAGE","ref_fu22_8","MMcA","03:32",2659,"BURROW",673,354.5,"05-Aug-2020 14:48:59",3,4
"REF_FOOTAGE","ref_fu22_8","MMcA","03:44",2809,"BURROW",762,515.5,"05-Aug-2020 14:49:17",3,4
"REF_FOOTAGE","ref_fu22_8","MMcA","03:46",2838,"BURROW",1051,543.5,"05-Aug-2020 14:49:25",3,4
"REF_FOOTAGE","ref_fu22_8","MMcA","04:03",3047,"BURROW",234,575.5,"05-Aug-2020 14:50:01",3,5
"REF_FOOTAGE","ref_fu22_8","MMcA","04:07",3096,"BURROW",327,552.5,"05-Aug-2020 14:50:15",3,5
"REF_FOOTAGE","ref_fu22_8","MMcA","04:15",3192,"BURROW",363,583.5,"05-Aug-2020 14:50:34",3,5
"REF_FOOTAGE","ref_fu22_8","MMcA","04:27",3349,"BURROW",136,479.5,"05-Aug-2020 14:50:58",3,5
"REF_FOOTAGE","ref_fu22_8","MMcA","04:29",3372,"BURROW",594,472.5,"05-Aug-2020 14:51:04",3,5
"REF_FOOTAGE","ref_fu22_8","MMcA","04:32",3407,"BURROW",179,592.5,"05-Aug-2020 14:51:13",3,5
"REF_FOOTAGE","ref_fu22_8","MMcA","04:33",3416,"BURROW",221,533.5,"05-Aug-2020 14:51:18",3,5
