"survey","station","counter_ID","time","still_n","feature","x","y","annotation_time","VideoOperatorID","minute"
"REF_FOOTAGE","ref_fu22_2","MMcA","00:06",86,"BURROW",803,507.5,"05-Aug-2020 09:29:13",3,1
"REF_FOOTAGE","ref_fu22_2","MMcA","00:56",705,"BURROW",195,547.5,"05-Aug-2020 09:30:53",3,1
"REF_FOOTAGE","ref_fu22_2","MMcA","01:00",757,"BURROW",437,440.5,"05-Aug-2020 09:31:06",3,2
"REF_FOOTAGE","ref_fu22_2","MMcA","01:05",825,"BURROW",245,514.5,"05-Aug-2020 09:31:21",3,2
"REF_FOOTAGE","ref_fu22_2","MMcA","01:09",870,"BURROW",1028,397.5,"05-Aug-2020 09:31:34",3,2
"REF_FOOTAGE","ref_fu22_2","MMcA","01:44",1307,"BURROW",444,530.5,"05-Aug-2020 09:32:50",3,2
"REF_FOOTAGE","ref_fu22_2","MMcA","02:09",1623,"BURROW",775,571.5,"05-Aug-2020 09:33:51",3,3
"REF_FOOTAGE","ref_fu22_2","MMcA","02:35",1941,"BURROW",937,510.5,"05-Aug-2020 09:35:21",3,3
"REF_FOOTAGE","ref_fu22_2","MMcA","02:41",2026,"BURROW",909,537.5,"05-Aug-2020 09:35:39",3,3
"REF_FOOTAGE","ref_fu22_2","MMcA","02:45",2064,"BURROW",536,602.5,"05-Aug-2020 09:35:49",3,3
"REF_FOOTAGE","ref_fu22_2","MMcA","02:50",2133,"BURROW",252,614.5,"05-Aug-2020 09:36:04",3,3
"REF_FOOTAGE","ref_fu22_2","MMcA","03:05",2317,"BURROW",379,510.5,"05-Aug-2020 09:36:42",3,4
"REF_FOOTAGE","ref_fu22_2","MMcA","04:07",3094,"BURROW",62,628.5,"05-Aug-2020 09:39:37",3,5
"REF_FOOTAGE","ref_fu22_2","MMcA","04:26",3332,"BURROW",542,465.5,"05-Aug-2020 09:40:29",3,5
"REF_FOOTAGE","ref_fu22_2","MMcA","04:46",3583,"BURROW",767,466.5,"05-Aug-2020 09:41:21",3,5
"REF_FOOTAGE","ref_fu22_2","MMcA","04:47",3591,"BURROW",69,636.5,"05-Aug-2020 09:41:27",3,5
"REF_FOOTAGE","ref_fu22_2","MMcA","04:51",3642,"BURROW",659,598.5,"05-Aug-2020 09:41:41",3,5
"REF_FOOTAGE","ref_fu22_2","MMcA","06:01",4515,"BURROW",535,486.5,"05-Aug-2020 09:45:51",3,7
"REF_FOOTAGE","ref_fu22_2","MMcA","06:02",4536,"BURROW",864,424.5,"05-Aug-2020 09:46:00",3,7
"REF_FOOTAGE","ref_fu22_2","MMcA","06:09",4616,"BURROW",38,556.5,"05-Aug-2020 09:46:24",3,7
"REF_FOOTAGE","ref_fu22_2","MMcA","06:45",5067,"BURROW",670,582.5,"05-Aug-2020 09:48:43",3,7
"REF_FOOTAGE","ref_fu22_2","MMcA","06:56",5208,"BURROW",389,574.5,"05-Aug-2020 09:49:29",3,7
"REF_FOOTAGE","ref_fu22_2","MMcA","07:29",5623,"BURROW",599,404.5,"05-Aug-2020 09:51:49",3,8
"REF_FOOTAGE","ref_fu22_2","MMcA","07:47",5843,"BURROW",355,478.5,"05-Aug-2020 09:53:07",3,8
"REF_FOOTAGE","ref_fu22_2","MMcA","07:56",5952,"BURROW",931,618.5,"05-Aug-2020 09:53:48",3,8
