"Video_Line_Name","SurveyID","Cable_Out","Water_Depth_SOL","Field_of_View","Date SOL","Time SOL","Date EOL","Time EOL","Degrees Lat SOL","Minutes Lat SOL","N/S SOL","Degrees Lon SOL","Minutes Lon SOL","E/W SOL","Degrees Lat EOL","Minutes Lat EOL","N/S EOL","Degrees Lon EOL","Minutes Lon EOL","E/W EOL","Easting SOL","Northing SOL","Easting EOL","Northing EOL","Back Up","DVD_number","Comments","Ground","RecountNotes","RecountOverallRatingID","InputComplete","InputtedByID","ValdiatedByID","ValidateComplete","BackupSurveyFootage","VesselID","SpeedComments","VisibilityComments","GroundComments","USBLComments","RecountsValidateComplete","RecountsValdiatedByID","Cable_Out_EOL","ValidStation","INCLUDE_IN_ANALYSIS","Water_Depth_EOL","MarineLitter"
129,"CV20017",185,92.2,NA,2020-07-16,1899-12-30 09:36:59,2020-07-16,1899-12-30 09:46:58,51,8.94005012512207,"N",-6,1.07392001152039,"W",51,9.03627014160156,"N",-6,1.24135005474091,"W",NA,NA,NA,NA,0,0,NA,"Smalls",NA,NA,0,6,0,0,0,"R.V. Celtic Voyager","Good","Good","Good","Operational",NA,0,220,1,1,91.2,0
128,"CV20017",214,100.3,NA,2020-07-16,1899-12-30 10:30:59,2020-07-16,1899-12-30 10:40:59,51,9.12327003479004,"N",-6,8.25160980224609,"W",51,9.24804973602295,"N",-6,8.47377014160156,"W",NA,NA,NA,NA,0,0,"""Bad navigation message rate"" during some minutes.
""No NTP update received"" during other minutes.","Smalls",NA,NA,1,6,0,0,0,"R.V. Celtic Voyager","OK","Good","Good","Operational",NA,0,287,1,1,92.6,0
127,"CV20017",215,100.9,NA,2020-07-16,1899-12-30 11:25:02,2020-07-16,1899-12-30 11:35:01,51,9.18437957763672,"N",-6,15.4264097213745,"W",51,9.15112972259521,"N",-6,15.7450504302979,"W",NA,NA,NA,NA,0,2,"starfish","Smalls",NA,NA,1,12,6,1,0,"R.V. Celtic Voyager","Good","Good","Good","Operational",NA,0,215,1,1,101.6,0
133,"CV20017",240,98.2,NA,2020-07-16,1899-12-30 12:39:00,2020-07-16,1899-12-30 12:49:00,51,12.9624996185303,"N",-6,11.2739000320435,"W",51,12.9107303619385,"N",-6,11.5372800827026,"W",NA,NA,NA,NA,0,0,"octopus, jellyfish","Smalls",NA,NA,1,12,6,1,0,"R.V. Celtic Voyager","Good","Good","Good","Operational",NA,0,240,1,1,100.2,0
134,"CV20017",216,99.7,NA,2020-07-16,1899-12-30 13:36:01,2020-07-16,1899-12-30 13:45:59,51,12.9332399368286,"N",-6,4.19375991821289,"W",51,12.9617595672607,"N",-6,3.79480004310608,"W",NA,NA,NA,NA,0,0,"sea pens","Smalls",NA,NA,1,12,6,1,0,"R.V. Celtic Voyager","Good","Good","Excellent","Operational",NA,0,225,1,1,99.8,0
135,"CV20017",225,91.3,NA,2020-07-16,1899-12-30 14:27:02,2020-07-16,1899-12-30 14:37:00,51,12.6514596939087,"N",-5,57.5443801879883,"W",51,12.7010803222656,"N",-5,57.1903114318848,"W",NA,NA,NA,NA,0,0,NA,"Smalls",NA,NA,1,12,6,1,0,"R.V. Celtic Voyager","Good","Good","Good","Operational",NA,0,225,1,1,90.3,0
140,"CV20017",221,94.3,NA,2020-07-16,1899-12-30 15:21:00,2020-07-16,1899-12-30 15:31:00,51,16.7822093963623,"N",-6,0.244359999895096,"W",51,16.9301700592041,"N",-6,0.458059996366501,"W",NA,NA,NA,NA,0,2,"Comparative test tow.","Smalls",NA,NA,1,6,0,0,0,"R.V. Celtic Voyager","OK","Poor","Good","Operational",NA,0,249,1,1,92.2,0
139,"CV20017",225,101.6,NA,2020-07-16,1899-12-30 16:12:01,2020-07-16,1899-12-30 16:21:59,51,16.6334705352783,"N",-6,7.5617299079895,"W",51,16.7037601470947,"N",-6,7.82535982131958,"W",NA,NA,NA,NA,0,0,NA,"Smalls",NA,NA,1,6,0,0,0,"R.V. Celtic Voyager","Poor","OK","Good","Operational",NA,0,251,1,1,99,0
138,"CV20017",205,122,NA,2020-07-16,1899-12-30 17:03:00,2020-07-16,1899-12-30 17:12:59,51,16.94580078125,"N",-6,14.860179901123,"W",51,16.9417495727539,"N",-6,15.1212997436523,"W",NA,NA,NA,NA,0,0,NA,"Smalls",NA,NA,1,6,0,0,0,"R.V. Celtic Voyager","OK","OK","Good","Operational",NA,0,235,1,1,121.3,0
137,"CV20017",182,102.3,NA,2020-07-16,1899-12-30 18:00:01,2020-07-16,1899-12-30 18:09:59,51,17.0778999328613,"N",-6,21.6985301971436,"W",51,17.0852909088135,"N",-6,21.9880294799805,"W",NA,NA,NA,NA,0,2,"Comparative test tow.
Stars, octopus, VAM","Smalls",NA,NA,1,6,0,0,0,"R.V. Celtic Voyager","Good","OK","Good","Operational",NA,0,234,1,1,100.7,0
142,"CV20017",258,109.7,NA,2020-07-16,1899-12-30 19:01:00,2020-07-16,1899-12-30 19:11:00,51,20.8887500762939,"N",-6,18.2051696777344,"W",51,20.8882503509521,"N",-6,18.4811401367188,"W",NA,NA,NA,NA,0,0,"Save quality: 80","Smalls",NA,NA,1,12,6,1,0,"R.V. Celtic Voyager","Good","Good","Good","Operational",NA,0,258,1,1,113.1,0
144,"CV20017",200,98.8,NA,2020-07-16,1899-12-30 20:34:01,2020-07-16,1899-12-30 20:44:01,51,20.5582809448242,"N",-6,4.04595994949341,"W",51,20.4770202636719,"N",-6,4.35082006454468,"W",NA,NA,NA,NA,0,2,NA,"Smalls",NA,NA,1,12,6,1,0,"R.V. Celtic Voyager","Good","Good","Good","Operational",NA,0,200,1,1,100.4,0
145,"CV20017",200,92.9,NA,2020-07-16,1899-12-30 21:33:00,2020-07-16,1899-12-30 21:43:00,51,20.4299697875977,"N",-5,59.0190887451172,"W",51,20.2758407592773,"N",-5,59.1738891601562,"W",NA,NA,NA,NA,0,0,"octopus
station moved west due to fishing activity","Smalls",NA,NA,1,12,6,1,0,"R.V. Celtic Voyager","Good","Good","Good","Operational",NA,0,200,1,1,93.1,0
150,"CV20017",200,96.1,NA,2020-07-16,1899-12-30 22:30:02,2020-07-16,1899-12-30 22:40:00,51,24.180570602417,"N",-5,59.5712814331055,"W",51,24.0468902587891,"N",-5,59.7826309204102,"W",NA,NA,NA,NA,0,0,NA,"Smalls",NA,NA,1,12,6,1,0,"R.V. Celtic Voyager","Good","OK","Good","Operational",NA,0,200,1,1,96.2,0
149,"CV20017",224,113,NA,2020-07-16,1899-12-30 23:33:01,2020-07-16,1899-12-30 23:43:00,51,24.6167392730713,"N",-6,7.02471017837524,"W",51,24.4994506835938,"N",-6,7.30563020706177,"W",NA,NA,NA,NA,0,0,"21 frames dropped on catx","Smalls",NA,NA,1,12,6,1,0,"R.V. Celtic Voyager","Good","Good","Good","Operational",NA,0,258,1,1,108.9,0
143,"CV20017",259,113.6,NA,2020-07-17,1899-12-30 00:23:01,2020-07-17,1899-12-30 00:33:00,51,20.9466705322266,"N",-6,10.6957397460938,"W",51,20.9183902740479,"N",-6,10.9914102554321,"W",NA,NA,NA,NA,0,2,NA,"Smalls",NA,NA,1,12,6,1,0,"R.V. Celtic Voyager","Good","Good","Good","Operational",NA,0,258,1,1,111.6,0
148,"CV20017",266,118,NA,2020-07-17,1899-12-30 01:17:02,2020-07-17,1899-12-30 01:27:00,51,24.8246898651123,"N",-6,14.5634298324585,"W",51,24.9061393737793,"N",-6,14.8047895431519,"W",NA,NA,NA,NA,0,3,"schrimps","Smalls",NA,NA,1,12,6,1,0,"R.V. Celtic Voyager","Good","OK","Good","Operational",NA,0,257,1,1,111.4,0
147,"CV20017",261,111.1,NA,2020-07-17,1899-12-30 02:09:00,2020-07-17,1899-12-30 02:19:00,51,24.9468898773193,"N",-6,21.5760803222656,"W",51,25.0432205200195,"N",-6,21.7883396148682,"W",NA,NA,NA,NA,0,0,"anemones, sea pens","Smalls",NA,NA,0,12,6,1,0,"R.V. Celtic Voyager","OK","OK","Good","Operational",NA,0,255,1,1,109,0
152,"CV20017",228,107.6,NA,2020-07-17,1899-12-30 03:04:02,2020-07-17,1899-12-30 03:14:00,51,28.6327495574951,"N",-6,17.7071895599365,"W",51,28.6823997497559,"N",-6,17.9751396179199,"W",NA,NA,NA,NA,0,0,"urchins, octopus","Smalls",NA,NA,1,12,6,1,0,"R.V. Celtic Voyager","Good","OK","Good","Operational",NA,0,228,1,1,107.7,0
154,"CV20017",204,110.7,NA,2020-07-17,1899-12-30 04:32:02,2020-07-17,1899-12-30 04:44:00,51,28.5500297546387,"N",-6,3.26432991027832,"W",51,28.7080993652344,"N",-6,3.67543005943298,"W",NA,NA,NA,NA,0,0,"Dead fish from trawler","Smalls",NA,NA,1,6,0,0,0,"R.V. Celtic Voyager","OK","Poor","OK","Operational",NA,0,249,1,1,108.7,0
155,"CV20017",173,101.9,NA,2020-07-17,1899-12-30 05:32:01,2020-07-17,1899-12-30 05:41:59,51,28.443489074707,"N",-5,56.1613693237305,"W",51,28.6138896942139,"N",-5,56.4218101501465,"W",NA,NA,NA,NA,0,0,NA,"Smalls",NA,NA,1,6,0,0,0,"R.V. Celtic Voyager","Good","Poor","OK","Operational",NA,0,265,1,1,99,0
159,"CV20017",204,110,NA,2020-07-17,1899-12-30 06:54:02,2020-07-17,1899-12-30 07:04:00,51,32.1538581848145,"N",-6,1.05528998374939,"W",51,32.1827201843262,"N",-6,1.36163997650146,"W",NA,NA,NA,NA,0,0,"We had to wait some minutes until visibility went a bit better.","Smalls",NA,NA,1,6,0,0,0,"R.V. Celtic Voyager","Good","OK","Very Poor","Operational",NA,0,220,1,1,109,0
158,"CV20017",200,108.7,NA,2020-07-17,1899-12-30 08:03:02,2020-07-17,1899-12-30 08:14:01,51,32.2528190612793,"N",-6,6.75029993057251,"W",51,32.2196311950684,"N",-6,7.11322021484375,"W",NA,NA,NA,NA,0,0,NA,"Smalls",NA,NA,1,6,0,0,0,"R.V. Celtic Voyager","OK","Poor","OK","Operational",NA,0,247,1,1,110.5,0
153,"CV20017",213,110.7,NA,2020-07-17,1899-12-30 09:01:01,2020-07-17,1899-12-30 09:11:01,51,28.3651008605957,"N",-6,10.4979095458984,"W",51,28.2732791900635,"N",-6,10.6357202529907,"W",NA,NA,NA,NA,0,0,"VAM","Smalls",NA,NA,1,6,0,0,0,"R.V. Celtic Voyager","OK","Poor","OK","Operational",NA,0,183,1,1,110.3,0
157,"CV20017",192,140.7,NA,2020-07-17,1899-12-30 10:19:00,2020-07-17,1899-12-30 10:28:59,51,32.3581504821777,"N",-6,14.1547498703003,"W",51,32.1383018493652,"N",-6,14.3358497619629,"W",NA,NA,NA,NA,0,3,"Comparative test tow","Smalls",NA,NA,1,6,0,0,0,"R.V. Celtic Voyager","OK","Poor","OK","Operational",NA,0,267,1,1,104.8,0
156,"CV20017",200,91.9,NA,2020-07-17,1899-12-30 11:15:01,2020-07-17,1899-12-30 11:25:00,51,32.5492706298828,"N",-6,21.0758399963379,"W",51,32.328971862793,"N",-6,21.1847705841064,"W",NA,NA,NA,NA,0,3,"starfish","Smalls",NA,NA,1,12,6,1,0,"R.V. Celtic Voyager","Good","Good","Good","Operational",NA,0,200,1,1,91.9,0
151,"CV20017",215,97.2,NA,2020-07-17,1899-12-30 12:26:00,2020-07-17,1899-12-30 12:35:00,51,28.8851699829102,"N",-6,24.669900894165,"W",51,28.7270603179932,"N",-6,24.7592296600342,"W",NA,NA,NA,NA,0,0,"starfish, anemones, sea pens","Smalls",NA,NA,1,12,6,1,0,"R.V. Celtic Voyager","Good","OK","Good","Operational",NA,0,215,1,1,96.8,0
146,"CV20017",210,89.5,NA,2020-07-17,1899-12-30 13:21:00,2020-07-17,1899-12-30 13:30:59,51,25.3486003875732,"N",-6,27.9708099365234,"W",51,25.2348003387451,"N",-6,28.18337059021,"W",NA,NA,NA,NA,0,0,"octopus, starfish","Smalls",NA,NA,1,12,6,1,0,"R.V. Celtic Voyager","Good","OK","Good","Operational",NA,0,210,1,1,94.6,0
141,"CV20017",270,123.6,NA,2020-07-17,1899-12-30 14:20:01,2020-07-17,1899-12-30 14:29:59,51,21.1733093261719,"N",-6,25.3985195159912,"W",51,21.1671504974365,"N",-6,25.6412200927734,"W",NA,NA,NA,NA,0,3,"octopus","Smalls",NA,NA,1,12,6,1,0,"R.V. Celtic Voyager","OK","Good","OK","Operational",NA,0,240,1,1,126.3,0
136,"CV20017",248,118.9,NA,2020-07-17,1899-12-30 15:20:00,2020-07-17,1899-12-30 15:30:06,51,17.3941497802734,"N",-6,28.7923698425293,"W",51,17.2588996887207,"N",-6,28.9785099029541,"W",NA,NA,NA,NA,0,0,NA,"Smalls",NA,NA,0,6,0,0,0,"R.V. Celtic Voyager","Good","Good","Good","Operational",NA,0,262,1,1,118,0
164,"CV20017",183,107.1,NA,2020-07-17,1899-12-30 20:44:01,2020-07-17,1899-12-30 20:54:10,51,6.9242901802063,"N",-7,20.0732593536377,"W",51,6.78871011734009,"N",-7,20.3560600280762,"W",NA,NA,NA,NA,0,0,"not full 10min recorded due to rocks-around 9.5 min recorded","Banana",NA,NA,1,12,6,1,0,"R.V. Celtic Voyager","OK","OK","OK","Operational",NA,0,209,1,0,103.7,0
163,"CV20017",172,183.8,NA,2020-07-17,1899-12-30 22:02:00,2020-07-17,1899-12-30 22:12:00,51,4.35338020324707,"N",-7,29.6405296325684,"W",51,4.24303007125854,"N",-7,29.862720489502,"W",NA,NA,NA,NA,0,0,"zero station
octopus, starfish","Banana",NA,NA,1,12,6,1,0,"R.V. Celtic Voyager","Good","Good","Good","Operational",NA,0,213,1,0,57.8,0
162,"CV20017",207,104.2,NA,2020-07-21,1899-12-30 09:55:03,2020-07-21,1899-12-30 10:05:02,50,59.4682998657227,"N",-7,43.616081237793,"W",50,59.3995094299316,"N",-7,44.0416984558105,"W",NA,NA,NA,NA,0,0,"Flatfish present, sea stars, anemone.","Banana",NA,NA,1,14,14,1,0,"R.V. Celtic Voyager","Good","Excellent","Good","Operational",NA,0,272,1,0,98.8,0
