"survey","station","counter_ID","time","still_n","feature","x","y","annotation_time","VideoOperatorID","minute"
"REF_FOOTAGE","ref_fu22_9","MMcA","00:00",13,"BURROW",790,642.5,"05-Aug-2020 15:05:05",3,1
"REF_FOOTAGE","ref_fu22_9","MMcA","00:01",18,"BURROW",912,586.5,"05-Aug-2020 15:05:10",3,1
"REF_FOOTAGE","ref_fu22_9","MMcA","00:02",33,"BURROW",232,649.5,"05-Aug-2020 15:05:56",3,1
"REF_FOOTAGE","ref_fu22_9","MMcA","00:07",94,"BURROW",691,579.5,"05-Aug-2020 15:06:11",3,1
"REF_FOOTAGE","ref_fu22_9","MMcA","00:09",121,"BURROW",551,593.5,"05-Aug-2020 15:06:19",3,1
"REF_FOOTAGE","ref_fu22_9","MMcA","00:13",166,"BURROW",799,441.5,"05-Aug-2020 15:07:00",3,1
"REF_FOOTAGE","ref_fu22_9","MMcA","00:22",282,"BURROW",1152,573.5,"05-Aug-2020 15:07:47",3,1
"REF_FOOTAGE","ref_fu22_9","MMcA","00:29",369,"BURROW",1028,515.5,"05-Aug-2020 15:08:05",3,1
"REF_FOOTAGE","ref_fu22_9","MMcA","00:33",419,"BURROW",775,543.5,"05-Aug-2020 15:08:18",3,1
"REF_FOOTAGE","ref_fu22_9","MMcA","00:36",453,"BURROW",55,586.5,"05-Aug-2020 15:08:27",3,1
"REF_FOOTAGE","ref_fu22_9","MMcA","00:39",496,"BURROW",72,571.5,"05-Aug-2020 15:08:37",3,1
"REF_FOOTAGE","ref_fu22_9","MMcA","00:45",566,"BURROW",566,599.5,"05-Aug-2020 15:08:51",3,1
"REF_FOOTAGE","ref_fu22_9","MMcA","00:48",609,"BURROW",844,587.5,"05-Aug-2020 15:09:05",3,1
"REF_FOOTAGE","ref_fu22_9","MMcA","00:54",682,"BURROW",1074,580.5,"05-Aug-2020 15:10:29",3,1
"REF_FOOTAGE","ref_fu22_9","MMcA","00:59",751,"BURROW",769,550.5,"05-Aug-2020 15:10:44",3,1
"REF_FOOTAGE","ref_fu22_9","MMcA","01:03",794,"BURROW",284,525.5,"05-Aug-2020 15:10:56",3,2
"REF_FOOTAGE","ref_fu22_9","MMcA","01:36",1209,"BURROW",957,532.5,"05-Aug-2020 15:12:50",3,2
"REF_FOOTAGE","ref_fu22_9","MMcA","01:37",1215,"BURROW",488,521.5,"05-Aug-2020 17:13:48",3,2
"REF_FOOTAGE","ref_fu22_9","MMcA","01:38",1230,"BURROW",877,501.5,"05-Aug-2020 15:13:03",3,2
"REF_FOOTAGE","ref_fu22_9","MMcA","01:45",1325,"BURROW",848,380.5,"05-Aug-2020 15:13:25",3,2
"REF_FOOTAGE","ref_fu22_9","MMcA","01:46",1327,"BURROW",854,522.5,"05-Aug-2020 17:15:08",3,2
"REF_FOOTAGE","ref_fu22_9","MMcA","01:49",1376,"BURROW",45,525.5,"05-Aug-2020 17:15:37",3,2
"REF_FOOTAGE","ref_fu22_9","MMcA","01:51",1401,"BURROW",715,559.5,"05-Aug-2020 17:15:50",3,2
"REF_FOOTAGE","ref_fu22_9","MMcA","02:04",1559,"BURROW",212,493.5,"05-Aug-2020 17:16:52",3,3
"REF_FOOTAGE","ref_fu22_9","MMcA","02:06",1577,"BURROW",276,538.5,"05-Aug-2020 15:14:11",3,3
"REF_FOOTAGE","ref_fu22_9","MMcA","02:14",1679,"BURROW",39,536.5,"05-Aug-2020 15:14:32",3,3
"REF_FOOTAGE","ref_fu22_9","MMcA","02:19",1751,"BURROW",112,545.5,"05-Aug-2020 17:28:19",3,3
"REF_FOOTAGE","ref_fu22_9","MMcA","02:31",1893,"BURROW",54,557.5,"05-Aug-2020 17:29:12",3,3
"REF_FOOTAGE","ref_fu22_9","MMcA","02:39",2000,"BURROW",623,536.5,"05-Aug-2020 15:15:39",3,3
"REF_FOOTAGE","ref_fu22_9","MMcA","02:45",2064,"BURROW",357,552.5,"05-Aug-2020 15:15:55",3,3
