survey,station,counter_ID,time,still_n,feature,x,y,annotation_time,VideoOperatorID,minute
REF_FOOTAGE,ref_fu2021_8,FU2021,00:00,1,BURROW,589.0037442,626.0219682,11/06/2020 14:33,999,1
REF_FOOTAGE,ref_fu2021_8,FU2021,00:09,117,BURROW,813.0051681,643.0223526,11/06/2020 14:33,999,1
REF_FOOTAGE,ref_fu2021_8,FU2021,01:01,768,BURROW,202.0012841,583.0209959,11/06/2020 14:34,999,2
REF_FOOTAGE,ref_fu2021_8,FU2021,01:11,894,BURROW,646.0041065,574.0207923,11/06/2020 14:36,999,2
REF_FOOTAGE,ref_fu2021_8,FU2021,01:18,976,BURROW,294.0018689,544.020114,11/06/2020 14:36,999,2
REF_FOOTAGE,ref_fu2021_8,FU2021,01:43,1295,BURROW,277.0017608,626.0219682,11/06/2020 14:37,999,2
REF_FOOTAGE,ref_fu2021_8,FU2021,01:59,1496,BURROW,66.00041955,587.0210863,11/06/2020 14:38,999,2
REF_FOOTAGE,ref_fu2021_8,FU2021,01:59,1497,BURROW,1122.007132,568.0206567,11/06/2020 14:38,999,2
REF_FOOTAGE,ref_fu2021_8,FU2021,02:21,1771,BURROW,460.0029241,599.0213577,11/06/2020 14:38,999,3
REF_FOOTAGE,ref_fu2021_8,FU2021,02:31,1889,BURROW,261.0016591,554.0203401,11/06/2020 14:40,999,3
REF_FOOTAGE,ref_fu2021_8,FU2021,02:50,2126,BURROW,294.0018689,635.0221717,11/06/2020 14:41,999,3
REF_FOOTAGE,ref_fu2021_8,FU2021,02:54,2187,BURROW,175.0011124,632.0221039,11/06/2020 14:43,999,3
REF_FOOTAGE,ref_fu2021_8,FU2021,02:55,2192,BURROW,346.0021995,601.0214029,11/06/2020 14:43,999,3
REF_FOOTAGE,ref_fu2021_8,FU2021,02:57,2222,BURROW,946.0060136,637.0222169,11/06/2020 14:43,999,3
REF_FOOTAGE,ref_fu2021_8,FU2021,03:18,2483,BURROW,324.0020596,604.0214707,11/06/2020 14:44,999,4
REF_FOOTAGE,ref_fu2021_8,FU2021,03:45,2822,BURROW,492.0031276,557.0204079,11/06/2020 14:45,999,4
REF_FOOTAGE,ref_fu2021_8,FU2021,03:55,2942,BURROW,769.0048884,596.0212898,11/06/2020 14:45,999,4
REF_FOOTAGE,ref_fu2021_8,FU2021,04:14,3182,BURROW,525.0033373,632.0221039,11/06/2020 14:45,999,5
REF_FOOTAGE,ref_fu2021_8,FU2021,04:28,3356,BURROW,952.0060517,634.0221491,11/06/2020 14:46,999,5
REF_FOOTAGE,ref_fu2021_8,FU2021,04:36,3454,BURROW,585.0037187,533.0198652,11/06/2020 14:46,999,5
REF_FOOTAGE,ref_fu2021_8,FU2021,04:48,3611,BURROW,534.0033945,541.0200461,11/06/2020 14:46,999,5
REF_FOOTAGE,ref_fu2021_8,FU2021,04:51,3639,BURROW,1114.007082,641.0223074,11/06/2020 14:46,999,5
REF_FOOTAGE,ref_fu2021_8,FU2021,05:04,3802,BURROW,892.0056703,601.0214029,11/06/2020 14:47,999,6
REF_FOOTAGE,ref_fu2021_8,FU2021,05:18,3982,BURROW,502.0031911,613.0216742,11/06/2020 14:47,999,6
REF_FOOTAGE,ref_fu2021_8,FU2021,05:24,4052,BURROW,702.0044625,617.0217647,11/06/2020 14:48,999,6
REF_FOOTAGE,ref_fu2021_8,FU2021,05:55,4445,BURROW,58.0003687,617.0217647,11/06/2020 14:48,999,6
REF_FOOTAGE,ref_fu2021_8,FU2021,06:09,4620,BURROW,465.0029559,572.0207471,11/06/2020 14:49,999,7
REF_FOOTAGE,ref_fu2021_8,FU2021,06:28,4859,BURROW,795.0050537,628.0220134,11/06/2020 14:49,999,7
REF_FOOTAGE,ref_fu2021_8,FU2021,07:45,5814,BURROW,537.0034136,610.0216064,11/06/2020 14:49,999,8
REF_FOOTAGE,ref_fu2021_8,FU2021,07:59,5997,BURROW,720.0045769,628.0220134,11/06/2020 14:49,999,8
